time 1960 1961 1962 1963 1964 1965 1966 1967 1968 1969 1970 1971 1972 1973 1974 1975 1976 1977 1978 1979 1980 1981 1982 1983 1984 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994
0.8178082 15 22.2 8.3 27.8 21.7 17.2 18.9 17.2 12.2 15 23.9 19.4 19.4 23.9 23.9 25 15 16.1 26.7 13.9 7.8 17.2 10 17.8 25.6 25 17.2 19.4 14.4 24.4 10 26.7 18.9 22.2 18.3
0.8205479 12.2 17.2 15.6 27.8 22.2 18.3 19.4 16.7 21.1 16.7 22.2 23.3 17.2 25 22.8 16.7 9.4 17.8 25 15 12.8 20 15.6 15 27.2 23.9 18.3 22.2 15.6 25 12.2 27.8 22.8 21.1 14.4
0.8232877 16.7 19.4 20 22.8 21.1 16.7 20.6 15 16.7 15 20.6 25 16.1 25 22.2 22.2 9.4 17.2 20 18.3 16.7 18.3 21.1 15.6 29.4 17.8 17.2 11.7 19.4 23.9 17.8 28.3 14.4 20 14.4
0.8260274 19.4 25.6 18.9 18.9 18.9 16.1 22.2 19.4 7.2 15.6 17.2 25.6 16.1 13.9 23.9 21.7 10 18.3 22.2 20.6 16.7 15.6 22.2 20.6 30.6 24.4 18.3 12.8 15 23.9 16.7 30 18.3 15.6 18.9
0.8287671 23.3 23.9 21.7 15.6 21.1 17.8 21.1 20.6 15 17.2 17.2 26.7 20.6 11.1 26.1 21.7 15.6 21.1 23.9 15.6 10.6 22.8 21.1 21.7 25 17.2 20.6 14.4 16.1 24.4 16.1 26.1 21.1 13.9 22.8
0.8315068 18.3 22.2 18.9 22.2 23.9 20 20.6 18.3 21.1 20 19.4 23.9 18.3 9.4 26.7 13.9 14.4 20.6 23.3 21.7 13.9 22.2 22.8 20 25.6 17.2 21.7 22.8 13.9 24.4 20 23.3 15.6 11.7 23.9
0.8342466 16.1 22.2 13.9 20 22.2 16.7 19.4 17.2 24.4 17.8 21.1 23.9 21.7 12.2 27.8 17.8 8.9 18.3 21.7 21.1 16.1 21.1 24.4 18.3 27.8 20.6 20.6 24.4 10 21.1 23.3 24.4 18.3 2.8 25
0.8369863 21.1 27.2 16.1 9.4 21.7 19.4 13.3 15.6 23.9 15.6 18.9 26.1 27.2 17.2 25.6 18.9 12.8 22.2 21.7 20.6 18.9 21.1 25.6 21.1 25.6 20.6 20.6 26.1 15 13.9 24.4 19.4 22.8 5 11.7
0.839726 17.2 25 12.8 11.7 22.2 21.1 2.8 17.2 22.8 13.9 13.9 22.2 22.8 22.8 26.7 21.1 14.4 22.2 22.2 12.2 20.6 25.6 28.9 22.8 15.6 18.3 20 26.7 13.3 14.4 24.4 13.3 21.7 11.1 17.8
0.8424658 17.2 22.8 10 16.7 22.2 18.9 11.7 15 20.6 11.7 7.2 12.2 18.3 21.7 26.1 22.8 13.9 25 22.8 12.8 20.6 25 19.4 22.8 21.1 16.1 18.9 25.6 18.9 11.7 23.3 8.9 22.8 10.6 21.7
0.8452055 16.1 26.1 8.3 14.4 21.1 21.1 16.1 5.6 21.7 6.7 12.2 16.7 16.7 21.7 26.1 23.9 10.6 22.8 21.1 14.4 18.3 22.2 7.8 NA 18.9 10 18.9 24.4 22.8 16.1 23.9 4.4 18.9 17.2 23.9
0.8479452 11.1 22.2 11.7 14.4 20.6 22.2 17.2 5.6 18.9 15 18.3 20 19.4 13.9 17.2 25.6 4.4 23.3 23.9 18.9 14.4 18.3 6.1 13.3 17.2 7.2 19.4 17.8 14.4 22.8 24.4 10.6 12.8 20.6 24.4
0.8506849 8.3 15.6 13.9 15.6 23.3 21.7 21.1 8.3 15.6 17.8 18.9 16.7 17.2 8.9 14.4 26.1 12.8 23.9 23.3 15.6 15 15.6 9.4 16.1 10 12.2 21.7 12.2 8.9 16.7 12.8 12.8 4.4 5.6 20.6
0.8534247 15 12.2 15 16.7 16.1 18.3 20 11.1 13.3 17.8 21.1 9.4 12.8 8.9 12.8 20.6 13.9 17.8 14.4 13.3 22.2 12.8 16.1 14.4 13.3 14.4 20.6 20 15.6 18.3 17.2 13.9 5.6 7.2 19.4
0.8561644 15.6 10 15.6 16.7 17.2 20.6 20 15.6 6.1 13.9 21.1 7.8 14.4 13.9 15 22.8 3.9 20.6 11.1 13.9 22.8 18.9 18.3 21.1 17.2 15 28.3 21.1 16.1 19.4 11.7 3.3 9.4 13.9 22.8
0.8589041 14.4 17.2 11.7 21.1 20.6 15 21.1 19.4 4.4 15 17.8 10 22.2 11.1 17.8 25.6 13.9 23.3 12.2 18.9 22.8 18.9 20 21.7 20.6 21.7 22.8 21.7 20 13.9 7.2 4.4 15 8.3 24.4
0.8616438 11.7 18.3 17.2 18.9 21.7 17.8 20 22.8 5.6 16.7 17.8 16.1 18.3 5.6 22.2 23.3 17.2 7.8 20.6 14.4 19.4 18.3 21.1 22.8 18.9 23.9 18.3 13.9 22.2 15.6 8.9 2.8 17.2 14.4 16.1
0.8643836 15.6 22.8 16.1 12.2 22.8 16.7 19.4 22.2 3.3 16.1 15 18.3 20.6 11.1 18.3 24.4 11.1 10 25.6 10.6 10.6 16.7 20 6.1 6.1 23.3 11.7 2.2 13.3 22.2 14.4 8.9 22.2 17.8 18.3
0.8671233 15.6 22.8 15 10 21.1 18.3 18.3 18.3 7.2 11.1 14.4 21.1 21.1 15 10.6 19.4 2.8 6.7 23.3 13.3 13.3 16.1 22.2 7.2 6.1 22.8 11.1 11.1 14.4 23.9 15 8.9 19.4 16.1 21.1
0.869863 21.7 22.8 15.6 2.2 22.8 18.9 16.7 13.3 11.1 5.6 16.7 21.7 17.2 19.4 12.2 3.9 3.9 7.2 23.3 10 21.1 16.7 7.2 9.4 9.4 21.1 2.8 16.7 17.2 24.4 15 15.6 10 21.1 23.9
0.8726027 22.8 26.1 18.3 11.7 24.4 18.9 18.9 10 19.4 -0.6 12.8 21.7 11.1 22.2 9.4 2.8 3.3 11.1 25 8.9 17.2 16.7 16.1 12.8 17.2 21.7 10 17.2 19.4 18.3 19.4 17.8 8.9 22.8 21.7
0.8753425 20 23.9 19.4 16.1 21.7 19.4 20 11.7 20.6 13.9 3.3 22.8 11.7 23.9 6.1 11.1 6.1 15 20.6 11.7 15 17.2 8.9 12.2 17.2 22.8 5.6 21.7 22.2 21.7 20 20.6 6.1 21.7 22.2
0.8780822 16.7 17.8 18.3 19.4 20 17.8 20 15 17.8 16.7 10.6 23.3 7.2 12.2 13.9 16.7 12.8 20 18.3 15.6 10 11.1 13.9 4.4 11.7 19.4 10.6 22.2 24.4 5.6 20 20.6 12.8 22.2 21.1
0.8808219 14.4 9.4 13.3 20.6 17.8 9.4 21.1 13.9 17.2 17.8 9.4 23.3 11.7 14.4 17.2 20.6 11.7 17.2 20.6 17.8 12.8 10 13.9 8.9 12.2 22.2 16.1 18.3 11.1 5.6 13.9 21.1 17.2 24.4 18.3
0.8835616 15 8.3 8.3 20.6 23.3 13.9 18.9 11.1 8.3 16.7 17.2 18.3 11.1 14.4 16.1 20.6 16.1 12.8 13.9 18.9 7.2 15 13.3 16.7 17.8 25 21.1 15 15.6 12.2 14.4 17.8 20 17.2 19.4
0.8863014 16.7 6.1 8.3 20.6 19.4 16.7 16.1 10 2.8 7.8 16.1 13.9 10 21.1 15 19.4 18.9 16.7 15 19.4 7.2 21.1 17.2 20.6 12.8 25.6 12.2 13.3 20.6 14.4 13.9 22.2 21.7 13.3 18.9
0.8890411 17.8 9.4 15 22.2 7.2 13.3 12.8 16.1 9.4 11.1 14.4 11.1 7.8 20.6 18.3 21.7 12.2 17.8 18.3 22.2 10 6.7 18.9 17.2 5 22.2 12.8 7.2 25.6 18.3 18.9 23.3 18.3 8.9 22.8
0.8917808 20 12.8 17.2 21.7 6.7 12.2 13.9 17.8 15.6 15.6 17.2 4.4 4.4 19.4 15 9.4 9.4 17.2 16.1 23.9 10 0 17.8 16.1 4.4 13.9 10.6 3.9 13.9 11.7 20 19.4 19.4 13.9 22.8
0.8945205 11.1 15 13.9 20 13.9 15 16.7 13.3 17.8 18.9 12.8 4.4 3.3 18.3 12.2 5.6 2.8 14.4 14.4 22.8 11.7 6.7 19.4 20 9.4 14.4 14.4 14.4 14.4 10 21.1 18.3 21.7 15.6 14.4
0.8972603 16.7 13.3 16.1 12.2 10.6 15 17.8 12.2 14.4 17.2 -5.6 5.6 8.3 23.9 20.6 4.4 4.4 20 14.4 21.7 12.8 12.2 20 21.7 13.3 15.6 16.1 18.3 13.3 1.7 17.2 18.3 11.7 19.4 8.3
0.9 16.1 18.3 12.8 15.6 12.2 11.1 15.6 15 12.2 17.2 3.9 5.6 11.7 24.4 17.8 6.1 11.1 16.7 15.6 18.9 10.6 7.2 9.4 21.7 16.1 17.2 15 22.2 16.7 7.2 18.3 5 14.4 18.3 12.2
0.9027397 18.3 15.6 8.9 13.3 15 22.2 15 18.9 15 14.4 15.6 8.3 10.6 22.8 6.7 6.1 16.7 12.8 9.4 21.1 10 10.6 12.8 9.4 15.6 21.1 20.6 21.1 16.7 11.1 22.2 5.6 11.7 21.1 12.8
0.9054795 19.4 11.1 15.6 15.6 20 22.2 21.1 15.6 16.1 11.7 16.1 8.3 15 22.2 8.3 11.7 15.6 -2.2 12.2 13.9 7.8 20 NA 15 20.6 22.2 20.6 20.6 21.1 11.7 25 7.2 15.6 18.3 11.1
0.9082192 25.6 11.1 18.9 18.3 19.4 14.4 12.2 5 22.2 8.9 17.8 12.2 12.8 23.9 10 10.6 20.6 6.1 15.6 20.6 12.2 16.1 16.1 18.3 21.1 22.8 11.7 22.8 17.8 20 26.1 11.7 8.9 13.9 17.8
0.9109589 20.6 5.6 19.4 13.9 13.9 10 0.6 10 20.6 8.3 21.1 15 8.9 16.7 10 13.9 13.9 11.7 10 7.8 2.8 16.1 13.9 18.3 9.4 22.8 17.8 18.9 5.6 15.6 22.8 16.7 5 8.9 14.4
0.9136986 7.8 13.9 20 2.2 8.3 2.8 2.8 12.8 13.3 7.2 22.2 10.6 6.7 8.9 13.9 17.8 -2.2 20 7.8 0 7.8 9.4 13.9 6.1 9.4 18.3 17.8 13.3 11.1 6.1 8.9 23.3 5 12.8 7.8
0.9164384 2.8 12.2 19.4 4.4 0.6 6.7 10 12.2 9.4 7.8 22.8 7.8 7.8 16.7 8.3 21.1 -1.7 18.3 NA 3.3 14.4 8.9 17.2 10 NA 10.6 17.8 5 11.1 8.9 10.6 25 6.1 12.2 11.7
0.9191781 7.2 16.1 19.4 2.2 8.3 10.6 8.3 8.3 11.7 9.4 21.7 7.8 15 20.6 2.2 6.1 7.8 15.6 NA 7.8 17.8 13.9 18.3 10 10.6 18.3 9.4 5.6 8.3 13.3 14.4 17.2 6.1 13.3 11.1
0.9219178 12.2 18.3 20 3.9 20.6 9.4 5.6 9.4 13.3 10 22.2 4.4 15.6 20 1.1 10.6 7.2 11.1 NA 0.6 15.6 11.1 24.4 9.4 8.3 2.8 12.8 7.2 7.2 13.9 18.9 23.9 6.7 16.7 15.6
0.9246575 16.1 21.7 15.6 8.9 21.1 8.9 7.2 12.2 12.2 5.6 19.4 11.7 15 19.4 5 13.3 9.4 13.9 NA 6.1 6.7 10 23.9 15.6 12.2 2.2 12.8 15.6 13.9 -0.6 18.3 14.4 8.9 14.4 18.9
0.9273973 18.3 17.8 12.2 6.1 18.9 14.4 5.6 15 12.2 5 11.7 9.4 20.6 21.7 6.1 18.3 10.6 18.3 NA 10 13.9 5.6 23.9 13.9 5 6.7 7.8 2.2 10 7.2 3.3 1.7 10.6 16.1 18.9
0.930137 13.3 12.8 2.2 10.6 4.4 12.2 12.8 15.6 8.9 8.3 10.6 16.7 18.9 15 10.6 20 12.8 20 NA 11.7 15 5.6 21.7 18.3 6.7 5.6 8.9 6.1 10.6 13.9 6.7 4.4 1.7 8.3 18.9
0.9328767 13.3 9.4 3.9 12.8 5 8.3 17.8 18.9 7.2 13.3 4.4 18.3 8.3 11.7 11.1 19.4 8.3 1.7 NA 15.6 17.8 7.2 12.8 17.8 1.7 3.9 11.1 8.3 15.6 19.4 11.7 12.8 1.7 12.2 18.3
0.9356164 11.7 6.1 5 9.4 8.3 11.1 22.8 18.9 2.8 10.6 12.8 15 17.2 9.4 12.2 12.2 6.1 -3.9 NA 13.3 18.9 13.9 15 3.9 7.2 8.9 9.4 16.7 16.7 10.6 8.9 14.4 2.8 11.1 13.9
0.9383562 7.2 7.8 3.9 4.4 11.7 15 22.8 19.4 2.2 10 11.1 12.2 16.1 6.1 7.8 8.9 -1.1 7.2 NA 8.3 20 11.1 16.7 7.8 11.7 11.1 14.4 15.6 16.7 6.1 8.9 19.4 0.6 13.3 17.8
0.9410959 11.1 11.7 -1.7 6.7 12.8 13.3 19.4 16.1 5 10 18.9 24.4 17.2 8.9 1.1 6.1 5 5.6 NA 11.1 18.9 1.7 7.2 14.4 14.4 15.6 16.1 20 3.9 4.4 13.3 15 6.7 14.4 20.6
0.9438356 11.1 11.7 -2.2 5.6 18.9 15.6 10.6 18.9 9.4 8.9 16.7 21.7 15 3.3 7.8 3.3 7.2 -1.7 NA 16.1 7.8 0 9.4 17.2 14.4 17.8 10.6 14.4 2.8 6.7 16.1 13.9 6.7 10.6 15
0.9465753 8.3 16.1 -8.9 7.8 16.7 18.3 3.9 16.1 11.1 8.3 15 13.3 19.4 -0.6 11.7 11.7 10 3.9 NA 17.8 4.4 2.2 7.2 11.1 15 18.9 8.3 13.9 2.8 3.9 17.8 16.1 1.1 4.4 6.1
0.9493151 -3.3 15 -8.3 7.2 15.6 16.7 3.9 16.7 15 8.9 10 17.2 15.6 11.1 10.6 16.1 10.6 9.4 NA 22.2 12.2 7.8 7.2 12.8 17.2 16.1 6.1 13.9 3.3 2.8 17.8 16.7 3.9 4.4 8.9
0.9520548 6.1 6.1 1.7 5.6 11.7 12.8 5 16.1 13.9 11.1 8.3 20 12.2 13.9 8.3 18.9 5.6 17.2 NA 19.4 13.3 9.4 0 12.2 21.1 16.1 1.7 12.2 4.4 -1.1 12.2 16.7 6.1 14.4 8.3
0.9547945 5.6 10.6 7.8 -2.8 5 8.9 10 13.9 -3.3 6.1 10.6 26.1 15 4.4 13.3 20.6 11.7 17.2 NA 6.7 9.4 5 11.1 15 22.2 -1.7 6.1 16.1 15.6 1.7 13.9 13.3 12.8 12.8 13.9
0.9575342 4.4 11.1 8.3 -1.1 12.2 10.6 11.1 8.3 2.8 4.4 11.7 23.3 6.7 5.6 8.3 19.4 8.9 14.4 NA 11.1 11.7 5 15 10 22.8 2.8 10.6 16.1 12.8 6.1 17.2 7.2 14.4 6.7 12.2
0.960274 5.6 15 12.8 4.4 16.7 10.6 10 16.7 7.8 6.1 9.4 13.3 -1.7 1.7 8.9 8.3 10.6 17.8 NA 8.3 8.3 5 6.1 6.1 20 6.7 13.9 1.1 4.4 -5.6 17.2 7.8 16.1 8.3 12.2
0.9630137 6.7 17.2 18.9 2.2 9.4 6.1 11.7 17.8 14.4 4.4 14.4 6.7 7.8 -2.8 2.2 8.3 12.8 18.3 NA 0 6.7 6.1 2.8 7.2 20.6 11.1 15 3.9 2.8 -4.4 17.2 13.3 12.2 14.4 8.9
0.9657534 8.9 15.6 13.9 -2.2 6.1 6.1 12.8 18.3 18.9 4.4 12.2 6.1 11.7 2.2 7.2 -5 16.7 12.2 NA 7.2 13.3 2.2 6.7 9.4 20.6 1.7 10 6.1 2.2 2.8 23.9 5 11.7 8.3 8.9
0.9684932 12.2 11.7 15.6 -2.2 7.8 5 11.1 21.7 15 3.3 12.2 15.6 15.6 8.3 12.2 1.1 17.8 16.7 NA 12.2 8.3 -2.8 4.4 4.4 20.6 3.3 7.8 13.9 15 1.1 15.6 4.4 15 7.8 6.7
0.9712329 6.7 6.7 12.8 0 5.6 7.2 15 22.8 11.1 6.1 16.1 15.6 12.2 11.1 6.1 8.9 10.6 10.6 NA 14.4 -0.6 -0.6 6.1 5 13.9 0.6 12.2 20 19.4 1.1 12.2 9.4 11.7 5 10
0.9739726 -4.4 12.2 7.2 5.6 6.7 12.8 13.3 20 11.1 6.1 18.3 12.8 11.7 -2.8 9.4 0.6 -5 1.7 NA 11.7 3.3 7.2 6.7 13.9 18.9 -1.1 6.7 8.3 13.3 0 20.6 5.6 8.9 2.2 13.9
0.9767123 -1.7 10.6 5 2.2 17.2 16.7 7.2 4.4 9.4 7.8 18.9 9.4 10.6 1.7 12.2 1.7 1.1 1.1 NA 13.3 8.9 17.2 11.7 7.8 14.4 6.1 8.9 12.8 14.4 0 20.6 10 15 2.2 9.4
0.9794521 7.2 6.1 3.9 -0.6 23.3 14.4 2.8 6.1 1.1 6.7 17.8 13.9 12.2 6.1 15.6 4.4 6.1 11.1 NA 20 5 11.1 15 9.4 11.7 11.7 10.6 14.4 16.7 -15.6 20 13.3 15 1.7 8.3
0.9821918 10 1.7 4.4 5 21.7 17.2 0 11.1 1.1 2.8 5 17.8 10 15 15.6 8.9 7.2 16.1 NA 12.2 7.8 4.4 20 -16.7 12.8 8.3 13.9 17.2 19.4 -5.6 -1.1 7.2 6.7 1.7 4.4
0.9849315 6.7 10 5 10 18.9 5.6 3.9 9.4 6.1 1.1 0.6 19.4 6.1 14.4 15 8.3 1.7 4.4 NA 3.3 -4.4 3.3 23.3 -11.1 8.3 -7.8 6.1 22.8 11.1 -0.6 2.8 7.8 5 4.4 6.7
0.9876712 7.2 6.7 7.2 4.4 16.1 9.4 7.8 10 15 -1.1 2.8 21.1 6.1 20 6.7 8.3 2.8 -1.1 NA 6.7 0 9.4 19.4 -3.9 16.7 0 10 16.7 12.8 3.3 4.4 13.3 4.4 8.3 11.7
0.990411 7.8 3.9 13.3 2.8 8.9 11.7 8.9 7.2 17.2 2.8 5 17.8 13.3 15.6 8.3 2.8 9.4 0.6 NA 10 6.1 10.6 22.2 7.8 16.1 8.9 2.8 12.8 20 5 8.3 12.8 7.2 14.4 14.4
0.9931507 6.1 -3.3 10 3.9 16.1 13.9 8.3 2.2 7.8 13.3 4.4 15.6 14.4 12.8 11.1 9.4 11.1 -0.6 NA 10 13.3 10 20 9.4 21.7 8.9 7.8 12.8 20 9.4 14.4 8.3 6.1 9.4 15.6
0.9958904 8.9 2.2 7.8 2.8 13.3 15.6 3.9 7.2 9.4 15.6 5 18.3 16.1 12.2 11.7 12.2 -1.1 3.9 NA 8.3 13.3 6.1 8.3 -2.2 22.2 6.1 2.8 5.6 5.6 12.2 13.9 8.3 8.9 5.6 10.6
0.9986301 10 1.1 4.4 -0.6 12.8 17.8 5.6 4.4 10 16.7 3.9 15 23.3 13.3 15 17.8 11.7 5 NA 7.2 2.8 7.2 3.3 -3.3 14.4 7.8 2.8 7.8 5.6 14.4 18.3 6.1 15.6 0.6 14.4
